3532.40000 -2.075000e-10
3533.30000 -5.616419e-04
3534.20000 -1.132987e-02
3535.10000 1.717308e-01
3536.00000 2.882098e-01
3536.90000 2.765121e-01
3537.80000 2.890203e-01
3538.70000 3.044820e-01
3539.60000 2.966827e-01
3540.50000 2.699408e-01
3541.40000 2.555770e-01
3542.30000 2.645275e-01
3543.20000 2.831757e-01
3544.10000 2.901797e-01
3545.00000 2.824543e-01
3545.90000 2.697407e-01
3546.80000 2.546417e-01
3547.70000 2.525039e-01
3548.60000 2.629757e-01
3549.50000 2.652628e-01
3550.40000 2.575490e-01
3551.30000 2.466747e-01
3552.20000 2.313935e-01
3553.10000 2.159256e-01
3554.00000 2.180221e-01
3554.90000 2.352100e-01
3555.80000 2.427450e-01
3556.70000 2.332526e-01
3557.60000 2.173612e-01
3558.50000 2.108408e-01
3559.40000 2.162878e-01
3560.30000 2.242041e-01
3561.20000 2.379476e-01
3562.10000 2.510093e-01
3563.00000 2.384207e-01
3563.90000 1.947124e-01
3564.80000 1.513213e-01
3565.70000 1.404496e-01
3566.60000 1.569638e-01
3567.50000 1.666530e-01
3568.40000 1.497183e-01
3569.30000 1.267267e-01
3570.20000 1.153759e-01
3571.10000 1.376334e-01
3572.00000 1.809829e-01
3572.90000 2.067326e-01
3573.80000 2.153493e-01
3574.70000 2.156336e-01
3575.60000 2.119574e-01
3576.50000 2.046903e-01
3577.40000 1.774905e-01
3578.30000 1.360949e-01
3579.20000 1.087995e-01
3580.10000 9.397244e-02
3581.00000 8.619607e-02
3581.90000 9.553032e-02
3582.80000 1.127560e-01
3583.70000 1.156315e-01
3584.60000 1.032833e-01
3585.50000 9.679244e-02
3586.40000 1.089229e-01
3587.30000 1.285127e-01
3588.20000 1.393065e-01
3589.10000 1.536554e-01
3590.00000 1.999954e-01
3590.90000 2.568604e-01
3591.80000 2.663362e-01
3592.70000 2.320894e-01
3593.60000 2.203469e-01
3594.50000 2.574477e-01
3595.40000 3.057943e-01
3596.30000 3.283496e-01
3597.20000 3.249047e-01
3598.10000 3.235560e-01
3599.00000 3.420512e-01
3599.90000 3.550591e-01
3600.80000 3.258680e-01
3601.70000 2.692069e-01
3602.60000 2.320854e-01
3603.50000 2.174912e-01
3604.40000 2.057038e-01
3605.30000 2.103008e-01
3606.20000 2.286962e-01
3607.10000 2.170397e-01
3608.00000 1.681749e-01
3608.90000 1.348028e-01
3609.80000 1.559758e-01
3610.70000 2.122607e-01
3611.60000 2.516278e-01
3612.50000 2.506087e-01
3613.40000 2.453514e-01
3614.30000 2.703636e-01
3615.20000 2.998122e-01
3616.10000 2.896434e-01
3617.00000 2.261056e-01
3617.90000 1.472862e-01
3618.80000 1.191146e-01
3619.70000 1.557978e-01
3620.60000 2.158414e-01
3621.50000 2.690545e-01
3622.40000 2.945209e-01
3623.30000 2.844498e-01
3624.20000 2.878678e-01
3625.10000 3.313979e-01
3626.00000 3.749469e-01
3626.90000 3.831050e-01
3627.80000 3.628618e-01
3628.70000 3.322976e-01
3629.60000 2.749562e-01
3630.50000 1.931999e-01
3631.40000 1.522694e-01
3632.30000 1.798741e-01
3633.20000 2.144266e-01
3634.10000 2.217690e-01
3635.00000 2.322009e-01
3635.90000 2.516146e-01
3636.80000 2.693732e-01
3637.70000 2.972331e-01
3638.60000 3.328935e-01
3639.50000 3.550659e-01
3640.40000 3.525420e-01
3641.30000 3.299853e-01
3642.20000 3.056087e-01
3643.10000 2.853738e-01
3644.00000 2.593600e-01
3644.90000 2.343169e-01
3645.80000 2.179837e-01
3646.70000 1.925148e-01
3647.60000 1.684288e-01
3648.50000 1.820620e-01
3649.40000 2.194090e-01
3650.30000 2.508775e-01
3651.20000 2.822482e-01
3652.10000 3.213099e-01
3653.00000 3.484311e-01
3653.90000 3.487688e-01
3654.80000 3.435573e-01
3655.70000 3.529890e-01
3656.60000 3.684014e-01
3657.50000 3.848876e-01
3658.40000 4.012191e-01
3659.30000 4.023357e-01
3660.20000 3.883029e-01
3661.10000 3.760161e-01
3662.00000 3.581867e-01
3662.90000 3.301537e-01
3663.80000 3.237218e-01
3664.70000 3.453857e-01
